type,client,tx,amount
withdrawal,539,46844,16
dispute,198,38539
dispute,337,22550
deposit,568,46853,14
deposit,671,46854,8
deposit,145,46860,17
dispute,576,27160
withdrawal,696,46867,14
withdrawal,996,46868,5
deposit,761,46870,6
deposit,545,46875,6
withdrawal,48,46877,7
deposit,467,46881,17
withdrawal,475,46883,11
deposit,475,46889,19
chargeback,337,22550
deposit,280,46897,11
withdrawal,453,46899,1
resolve,198,38539
deposit,665,46901,18
deposit,463,46902,19
resolve,576,27160
withdrawal,470,46905,8
withdrawal,22,46914,0
deposit,580,46916,15
withdrawal,660,46919,8
withdrawal,179,46924,6
deposit,854,46929,1
deposit,419,46931,16
withdrawal,761,46940,14
withdrawal,979,46941,2
deposit,840,46957,16
withdrawal,492,46959,14
deposit,434,46963,6
deposit,288,46966,3
dispute,905,3031
deposit,936,46972,7
dispute,662,19501
deposit,601,46978,0
deposit,979,46979,2
deposit,286,46981,10
deposit,431,46983,8
deposit,701,46986,1
withdrawal,617,46987,17
chargeback,905,3031
deposit,929,46996,3
withdrawal,104,46997,10
withdrawal,42,46998,2
withdrawal,71,47000,15
deposit,716,47004,11
chargeback,662,19501
deposit,4,47014,3
withdrawal,716,47015,19
withdrawal,833,47018,15
withdrawal,258,47022,11
withdrawal,113,47023,9
withdrawal,532,47024,3
withdrawal,77,47025,3
withdrawal,311,47038,4
withdrawal,935,47044,13
deposit,307,47045,4
dispute,226,36027
withdrawal,486,47051,5
deposit,986,47053,7
chargeback,226,36027
deposit,77,47057,13
deposit,320,47064,11
withdrawal,965,47066,6
withdrawal,87,47069,15
deposit,420,47071,13
deposit,856,47076,9
deposit,414,47078,18
withdrawal,569,47079,4
withdrawal,33,47082,8
withdrawal,392,47083,1
deposit,922,47088,4
withdrawal,637,47089,14
withdrawal,621,47095,3
deposit,943,47098,14
withdrawal,33,47105,2
deposit,527,47107,0
deposit,611,47112,3
deposit,838,47124,16
deposit,87,47127,11
withdrawal,320,47129,10
withdrawal,942,47134,8
deposit,164,47139,17
deposit,179,47141,18
deposit,168,47148,1
deposit,958,47150,7
deposit,476,47163,19
withdrawal,756,47168,7
deposit,742,47175,1
withdrawal,420,47178,14
deposit,872,47183,14
dispute,446,46555
withdrawal,606,47191,13
deposit,943,47194,10
chargeback,446,46555
deposit,574,47203,2
deposit,494,47206,12
deposit,914,47210,17
withdrawal,943,47211,15
withdrawal,358,47216,6
deposit,740,47217,19
dispute,410,41607
deposit,568,47226,17
withdrawal,576,47229,9
deposit,187,47234,2
withdrawal,314,47237,16
withdrawal,132,47239,17
resolve,410,41607
deposit,765,47242,5
withdrawal,922,47243,19
deposit,97,47247,4
withdrawal,139,47251,4
withdrawal,545,47252,18
deposit,288,47254,17
withdrawal,651,47255,8
withdrawal,810,47256,15
withdrawal,71,47258,8
deposit,811,47259,9
withdrawal,912,47262,2
deposit,890,47265,18
deposit,254,47271,15
deposit,470,47273,17
deposit,224,47274,18
withdrawal,87,47279,1
deposit,475,47285,14
deposit,291,47289,6
deposit,929,47292,14
withdrawal,67,47300,0
dispute,629,13800
deposit,43,47307,16
deposit,781,47310,0
resolve,629,13800
dispute,420,33878
withdrawal,833,47317,13
deposit,97,47318,12
deposit,289,47320,19
deposit,843,47322,16
deposit,814,47324,13
withdrawal,333,47326,18
deposit,23,47332,12
deposit,453,47333,0
deposit,368,47334,7
resolve,420,33878
deposit,617,47341,8
deposit,467,47344,12
deposit,257,47347,11
dispute,113,23174
deposit,420,47349,6
resolve,113,23174
deposit,580,47353,9
withdrawal,368,47357,6
withdrawal,459,47361,2
dispute,839,39305
deposit,398,47366,9
deposit,65,47369,10
deposit,748,47371,12
deposit,659,47372,2
resolve,839,39305
deposit,490,47378,13
withdrawal,391,47382,13
deposit,96,47384,0
deposit,963,47387,0
deposit,358,47388,17
deposit,961,47390,7
deposit,692,47398,0
withdrawal,648,47403,19
deposit,985,47406,10
withdrawal,989,47414,3
deposit,399,47418,0
deposit,42,47427,6
deposit,286,47428,15
deposit,846,47435,5
dispute,306,44389
withdrawal,669,47440,15
deposit,398,47442,16
resolve,306,44389
withdrawal,270,47453,8
deposit,224,47458,18
deposit,389,47460,1
deposit,674,47463,3
withdrawal,996,47468,15
withdrawal,320,47476,16
withdrawal,618,47482,10
deposit,814,47492,7
deposit,132,47493,2
deposit,558,47505,13
withdrawal,555,47512,11
dispute,651,4367
chargeback,651,4367
withdrawal,104,47521,7
deposit,104,47523,19
deposit,113,47530,1
deposit,12,47531,12
deposit,648,47532,16
withdrawal,139,47533,4
deposit,7,47538,14
deposit,92,47547,15
deposit,493,47551,10
withdrawal,67,47552,13
withdrawal,580,47556,3
deposit,906,47559,9
deposit,97,47562,19
withdrawal,48,47563,1
deposit,368,47564,11
deposit,879,47570,12
deposit,840,47578,15
deposit,751,47579,15
withdrawal,810,47580,4
deposit,666,47582,10
deposit,409,47586,19
deposit,543,47590,4
deposit,109,47592,5
withdrawal,648,47595,10
withdrawal,227,47597,4
withdrawal,145,47603,8
withdrawal,410,47610,9
dispute,765,7108
deposit,48,47618,10
deposit,665,47620,4
deposit,14,47621,13
dispute,67,15784
deposit,903,47625,4
deposit,683,47626,8
deposit,409,47627,5
chargeback,765,7108
withdrawal,64,47632,16
chargeback,67,15784
deposit,12,47646,6
deposit,683,47647,14
withdrawal,7,47648,18
dispute,198,9646
deposit,52,47653,15
withdrawal,965,47655,0
deposit,580,47657,14
deposit,585,47659,13
withdrawal,613,47661,6
deposit,145,47664,9
withdrawal,558,47667,17
deposit,490,47669,10
withdrawal,796,47673,13
deposit,590,47675,5
deposit,66,47676,7
withdrawal,128,47681,7
chargeback,198,9646
deposit,453,47695,6
deposit,359,47697,6
deposit,431,47699,16
withdrawal,899,47703,1
deposit,945,47706,15
withdrawal,113,47707,1
dispute,480,36742
chargeback,480,36742
withdrawal,470,47711,6
dispute,648,15482
deposit,434,47718,17
chargeback,648,15482
deposit,21,47726,7
deposit,694,47731,14
deposit,64,47732,17
deposit,388,47735,14
withdrawal,97,47737,9
deposit,333,47741,5
deposit,996,47744,9
deposit,495,47750,12
deposit,607,47754,8
withdrawal,912,47757,7
withdrawal,383,47759,13
withdrawal,212,47761,0
deposit,210,47767,16
deposit,351,47771,16
withdrawal,80,47773,8
deposit,922,47776,12
withdrawal,223,47777,13
deposit,434,47778,3
withdrawal,7,47779,15
deposit,566,47782,2
deposit,227,47786,3
deposit,33,47788,2
withdrawal,585,47793,1
deposit,915,47794,16
deposit,846,47802,18
deposit,77,47809,4
deposit,985,47817,5
deposit,134,47823,19
deposit,741,47825,19
deposit,265,47827,0
withdrawal,280,47829,18
withdrawal,594,47835,10
withdrawal,386,47846,1
withdrawal,297,47851,9
withdrawal,771,47852,7
deposit,751,47860,1
deposit,419,47862,9
withdrawal,856,47864,16
deposit,119,47867,2
withdrawal,590,47868,4
deposit,773,47869,19
dispute,526,7081
withdrawal,224,47875,5
resolve,526,7081
deposit,66,47878,9
deposit,461,47879,8
deposit,686,47885,19
withdrawal,351,47887,9
deposit,549,47888,10
withdrawal,281,47892,18
deposit,629,47896,2
deposit,210,47900,3
deposit,555,47902,8
withdrawal,212,47907,7
deposit,786,47914,9
deposit,38,47926,10
deposit,879,47927,18
withdrawal,168,47933,17
withdrawal,742,47938,19
withdrawal,922,47946,12
deposit,388,47951,15
deposit,897,47953,2
dispute,387,35656
dispute,943,25395
deposit,870,47961,9
withdrawal,842,47965,11
withdrawal,456,47966,9
resolve,387,35656
withdrawal,223,47971,8
deposit,280,47972,19
deposit,492,47973,9
deposit,686,47979,5
withdrawal,240,47988,13
withdrawal,811,47990,16
withdrawal,52,47992,19
deposit,9,47993,13
withdrawal,476,47994,13
deposit,14,47995,4
deposit,580,47997,4
dispute,590,26497
withdrawal,270,48001,13
withdrawal,346,48006,14
resolve,943,25395
dispute,605,39195
withdrawal,713,48011,13
chargeback,590,26497
deposit,38,48018,0
withdrawal,606,48022,4
withdrawal,456,48027,15
deposit,961,48028,4
withdrawal,545,48029,1
deposit,826,48030,18
withdrawal,956,48032,17
withdrawal,751,48035,4
dispute,240,45618
withdrawal,201,48041,7
withdrawal,490,48046,11
deposit,786,48047,2
deposit,637,48048,19
dispute,854,24923
withdrawal,224,48054,13
withdrawal,872,48056,13
deposit,963,48057,18
resolve,605,39195
deposit,453,48062,2
deposit,456,48063,8
resolve,240,45618
deposit,771,48068,18
withdrawal,186,48069,3
deposit,152,48070,11
withdrawal,163,48074,19
deposit,33,48076,18
dispute,840,25363
deposit,210,48087,1
deposit,2,48089,11
withdrawal,811,48090,5
deposit,872,48092,4
deposit,289,48093,3
deposit,281,48094,10
deposit,102,48096,0
deposit,804,48100,15
deposit,224,48101,6
withdrawal,968,48103,4
deposit,265,48105,16
withdrawal,412,48111,12
withdrawal,833,48115,14
withdrawal,943,48123,10
deposit,568,48128,2
deposit,751,48135,5
deposit,399,48137,3
deposit,253,48139,14
deposit,686,48145,9
deposit,128,48150,3
resolve,854,24923
withdrawal,786,48153,11
deposit,854,48167,6
deposit,563,48170,9
withdrawal,282,48172,15
withdrawal,833,48173,16
withdrawal,186,48177,19
deposit,25,48181,4
deposit,24,48182,16
deposit,676,48183,4
withdrawal,311,48185,11
chargeback,840,25363
withdrawal,761,48189,17
withdrawal,414,48193,7
withdrawal,956,48194,18
deposit,985,48196,10
deposit,456,48197,7
withdrawal,148,48205,4
deposit,568,48206,15
withdrawal,33,48212,10
withdrawal,128,48223,15
withdrawal,134,48225,5
deposit,385,48230,1
withdrawal,358,48232,15
withdrawal,968,48236,15
withdrawal,298,48242,13
deposit,297,48243,6
deposit,488,48245,13
deposit,763,48251,13
withdrawal,747,48252,1
withdrawal,870,48253,0
deposit,958,48254,10
deposit,476,48256,1
deposit,713,48259,12
deposit,42,48265,8
deposit,576,48266,6
deposit,607,48267,16
deposit,605,48268,17
withdrawal,631,48269,11
deposit,227,48271,16
dispute,475,46889
dispute,611,28736
deposit,210,48275,16
deposit,570,48276,17
deposit,164,48279,18
deposit,676,48281,6
deposit,842,48283,10
withdrawal,616,48285,14
deposit,846,48286,11
withdrawal,574,48289,15
deposit,843,48291,16
withdrawal,9,48294,0
dispute,185,1628
deposit,8,48301,7
deposit,979,48307,5
deposit,743,48308,18
withdrawal,539,48310,6
deposit,240,48311,2
deposit,490,48315,11
withdrawal,243,48318,7
withdrawal,580,48327,12
deposit,979,48328,4
chargeback,611,28736
withdrawal,298,48342,9
deposit,306,48343,9
withdrawal,852,48345,5
withdrawal,70,48346,10
chargeback,475,46889
withdrawal,431,48349,14
withdrawal,410,48351,4
withdrawal,682,48354,16
deposit,558,48357,11
withdrawal,383,48362,12
deposit,881,48365,9
deposit,467,48369,12
chargeback,185,1628
deposit,527,48374,6
deposit,412,48375,10
deposit,145,48378,16
deposit,333,48379,0
withdrawal,224,48381,15
deposit,327,48384,0
deposit,829,48386,9
withdrawal,588,48387,18
withdrawal,708,48388,5
withdrawal,870,48389,3
dispute,368,520
withdrawal,867,48393,10
resolve,368,520
deposit,492,48401,18
deposit,175,48402,16
withdrawal,464,48404,5
withdrawal,986,48406,4
deposit,329,48408,13
withdrawal,97,48409,11
deposit,943,48411,6
deposit,629,48423,6
withdrawal,9,48424,16
withdrawal,385,48426,11
withdrawal,831,48427,10
deposit,995,48431,9
deposit,630,48443,0
deposit,953,48444,16
deposit,829,48446,0
deposit,412,48448,16
withdrawal,456,48451,19
deposit,915,48457,13
deposit,751,48459,7
deposit,903,48461,18
withdrawal,254,48462,13
withdrawal,986,48464,8
withdrawal,526,48465,12
deposit,132,48466,1
withdrawal,9,48467,16
withdrawal,412,48470,5
deposit,839,48474,0
deposit,751,48475,16
deposit,253,48477,0
dispute,87,31879
deposit,187,48480,7
chargeback,87,31879
withdrawal,649,48490,4
withdrawal,139,48492,17
deposit,113,48499,10
withdrawal,747,48507,11
withdrawal,701,48508,13
dispute,410,14089
withdrawal,43,48511,18
withdrawal,580,48513,16
deposit,814,48515,4
deposit,431,48519,5
withdrawal,989,48521,18
withdrawal,472,48529,17
deposit,854,48531,6
withdrawal,674,48534,11
withdrawal,833,48535,11
dispute,48,39589
dispute,814,3361
withdrawal,410,48548,7
deposit,839,48549,9
deposit,742,48550,3
deposit,831,48555,6
withdrawal,576,48557,0
withdrawal,164,48561,4
deposit,341,48571,8
resolve,410,14089
withdrawal,867,48574,1
withdrawal,676,48575,14
resolve,48,39589
dispute,467,36585
withdrawal,187,48582,10
deposit,842,48587,7
deposit,777,48589,18
withdrawal,392,48592,3
deposit,899,48596,16
deposit,958,48600,9
deposit,240,48601,8
withdrawal,617,48602,16
dispute,995,6197
dispute,630,24760
withdrawal,872,48608,5
withdrawal,351,48609,18
chargeback,814,3361
withdrawal,350,48616,4
withdrawal,280,48618,16
withdrawal,574,48622,14
resolve,467,36585
withdrawal,570,48629,15
dispute,320,24714
resolve,630,24760
withdrawal,77,48632,9
resolve,995,6197
deposit,213,48636,1
withdrawal,829,48639,19
withdrawal,359,48643,7
deposit,601,48647,17
resolve,320,24714
deposit,854,48651,9
withdrawal,59,48654,8
deposit,314,48658,5
withdrawal,33,48661,10
deposit,227,48668,15
withdrawal,961,48669,18
deposit,70,48675,12
deposit,298,48680,5
deposit,282,48687,16
deposit,297,48689,17
withdrawal,289,48692,9
withdrawal,930,48694,5
deposit,914,48697,3
withdrawal,152,48703,14
withdrawal,333,48706,8
deposit,576,48711,8
dispute,420,18042
deposit,148,48715,19
deposit,280,48718,8
chargeback,420,18042
deposit,25,48725,9
deposit,845,48727,10
withdrawal,48,48729,17
deposit,696,48734,1
dispute,945,29319
withdrawal,479,48741,9
chargeback,945,29319
withdrawal,845,48745,14
deposit,320,48748,15
withdrawal,334,48749,18
deposit,145,48750,19
withdrawal,879,48754,1
withdrawal,563,48757,17
withdrawal,492,48763,3
deposit,134,48765,16
withdrawal,935,48769,7
deposit,652,48770,0
withdrawal,861,48775,2
dispute,319,1148
withdrawal,856,48785,19
deposit,334,48787,6
withdrawal,280,48788,5
deposit,280,48789,16
deposit,470,48792,7
deposit,930,48796,18
deposit,350,48798,10
deposit,822,48801,19
deposit,741,48806,4
deposit,985,48807,4
deposit,419,48809,5
resolve,319,1148
withdrawal,70,48812,8
deposit,66,48819,17
deposit,588,48820,17
withdrawal,454,48821,17
deposit,532,48822,1
withdrawal,958,48823,14
withdrawal,671,48831,11
deposit,601,48841,4
withdrawal,839,48842,10
deposit,333,48843,3
withdrawal,152,48851,8
withdrawal,805,48852,9
deposit,995,48853,3
withdrawal,399,48863,5
deposit,747,48864,7
deposit,134,48866,16
deposit,860,48869,19
deposit,351,48871,0
withdrawal,145,48875,14
deposit,504,48879,13
withdrawal,605,48881,14
deposit,322,48885,13
withdrawal,881,48890,18
deposit,607,48891,0
withdrawal,846,48893,9
deposit,953,48900,2
deposit,936,48902,17
deposit,92,48905,9
deposit,535,48907,0
withdrawal,929,48909,13
withdrawal,7,48910,2
withdrawal,642,48911,2
withdrawal,968,48917,12
deposit,410,48918,9
deposit,943,48920,3
deposit,148,48922,3
withdrawal,958,48927,10
dispute,128,18426
dispute,861,2090
withdrawal,132,48938,7
withdrawal,179,48939,6
withdrawal,179,48944,16
withdrawal,152,48946,11
chargeback,128,18426
deposit,843,48953,18
withdrawal,281,48956,5
withdrawal,567,48958,4
chargeback,861,2090
withdrawal,23,48962,4
deposit,897,48966,12
deposit,8,48971,10
deposit,694,48974,0
deposit,545,48975,10
deposit,351,48979,5
withdrawal,386,48980,14
deposit,346,48987,3
withdrawal,462,48992,7
withdrawal,80,48993,5
dispute,713,11801
withdrawal,995,49000,7
withdrawal,24,49004,16
chargeback,713,11801
dispute,560,9341
deposit,223,49009,1
deposit,168,49015,4
withdrawal,148,49016,0
withdrawal,7,49023,2
deposit,134,49025,4
deposit,747,49027,4
chargeback,560,9341
withdrawal,414,49032,18
withdrawal,942,49033,11
deposit,729,49035,17
withdrawal,410,49036,12
deposit,810,49039,9
dispute,740,17080
deposit,763,49053,2
deposit,936,49056,16
deposit,986,49063,15
deposit,388,49064,18
deposit,761,49066,17
deposit,862,49068,15
deposit,479,49073,14
withdrawal,40,49075,19
dispute,526,43060
deposit,213,49081,9
chargeback,740,17080
dispute,65,1450
withdrawal,786,49086,16
chargeback,526,43060
deposit,208,49090,13
deposit,669,49092,16
chargeback,65,1450
withdrawal,8,49095,8
deposit,512,49096,19
withdrawal,240,49100,7
withdrawal,567,49109,17
deposit,942,49112,14
deposit,545,49113,7
deposit,102,49117,8
deposit,341,49118,17
withdrawal,55,49124,8
deposit,738,49133,19
withdrawal,4,49138,19
deposit,930,49142,3
deposit,804,49149,0
deposit,968,49150,2
deposit,291,49151,3
deposit,42,49157,16
dispute,879,1611
deposit,160,49166,8
deposit,870,49171,19
withdrawal,845,49174,2
deposit,936,49181,3
deposit,674,49184,4
deposit,626,49185,3
deposit,979,49186,11
deposit,642,49189,7
resolve,879,1611
dispute,350,28092
deposit,574,49205,0
dispute,21,38098
deposit,616,49209,8
deposit,201,49216,8
deposit,906,49224,3
withdrawal,781,49230,0
deposit,953,49232,12
deposit,555,49233,12
deposit,637,49235,16
withdrawal,175,49236,12
deposit,410,49240,4
dispute,686,41557
withdrawal,761,49244,9
deposit,865,49246,4
chargeback,21,38098
deposit,631,49252,1
deposit,43,49253,11
withdrawal,796,49256,7
deposit,865,49257,7
deposit,961,49259,3
deposit,914,49260,13
resolve,350,28092
withdrawal,884,49266,5
resolve,686,41557
withdrawal,227,49278,7
withdrawal,183,49279,17
withdrawal,386,49280,10
dispute,291,5814
dispute,412,2809
chargeback,291,5814
withdrawal,953,49295,0
dispute,930,5401
deposit,985,49299,11
deposit,576,49302,7
withdrawal,860,49303,17
deposit,903,49305,8
withdrawal,756,49306,14
deposit,570,49307,15
deposit,470,49308,11
deposit,568,49313,15
deposit,829,49317,11
deposit,649,49318,14
withdrawal,280,49319,7
deposit,659,49320,4
deposit,756,49323,19
withdrawal,490,49328,6
resolve,412,2809
chargeback,930,5401
deposit,903,49332,9
withdrawal,884,49335,2
deposit,470,49343,10
deposit,947,49349,13
deposit,467,49352,14
deposit,915,49360,0
withdrawal,763,49364,9
deposit,23,49366,18
withdrawal,254,49367,2
deposit,574,49374,7
withdrawal,570,49375,1
withdrawal,113,49380,16
deposit,285,49384,7
deposit,666,49386,5
withdrawal,314,49387,4
deposit,852,49391,19
deposit,464,49393,18
deposit,948,49397,15
dispute,132,36568
resolve,132,36568
withdrawal,692,49407,14
deposit,594,49408,14
withdrawal,811,49413,6
deposit,486,49424,8
deposit,145,49426,4
deposit,461,49427,8
withdrawal,535,49429,3
dispute,316,15852
chargeback,316,15852
deposit,689,49449,18
withdrawal,854,49450,14
withdrawal,201,49454,14
deposit,811,49461,17
deposit,790,49464,5
withdrawal,566,49465,4
deposit,322,49466,5
deposit,771,49467,9
withdrawal,922,49470,1
deposit,97,49471,15
dispute,738,6383
deposit,568,49475,5
deposit,225,49477,4
dispute,14,7841
chargeback,738,6383
deposit,786,49490,5
deposit,943,49491,5
withdrawal,995,49494,4
withdrawal,493,49496,11
deposit,773,49501,11
deposit,77,49502,8
withdrawal,569,49506,11
withdrawal,748,49509,5
withdrawal,751,49511,19
deposit,884,49521,6
resolve,14,7841
withdrawal,594,49524,19
withdrawal,953,49525,11
dispute,71,25032
chargeback,71,25032
withdrawal,761,49535,18
withdrawal,549,49541,2
dispute,64,9543
chargeback,64,9543
deposit,829,49551,5
withdrawal,476,49557,5
deposit,42,49558,19
deposit,163,49559,4
withdrawal,539,49565,17
withdrawal,390,49582,4
deposit,796,49584,13
deposit,490,49588,15
deposit,243,49603,10
dispute,298,6717
withdrawal,947,49607,14
deposit,943,49609,10
deposit,929,49610,11
resolve,298,6717
withdrawal,773,49616,18
deposit,689,49617,10
withdrawal,629,49619,17
withdrawal,897,49620,9
deposit,492,49621,2
deposit,109,49625,1
withdrawal,831,49630,17
deposit,350,49631,5
deposit,912,49632,13
deposit,208,49633,15
deposit,104,49634,0
deposit,665,49644,10
withdrawal,656,49648,8
withdrawal,8,49653,15
deposit,119,49659,7
withdrawal,334,49661,1
withdrawal,569,49662,3
dispute,771,39970
deposit,258,49665,13
deposit,621,49668,18
deposit,412,49672,4
deposit,370,49678,8
deposit,414,49682,15
deposit,488,49683,3
chargeback,771,39970
withdrawal,574,49700,12
deposit,183,49702,12
deposit,419,49708,12
withdrawal,386,49713,8
deposit,743,49720,19
deposit,461,49724,6
withdrawal,370,49736,13
withdrawal,494,49740,19
withdrawal,935,49745,16
withdrawal,298,49747,12
deposit,409,49750,15
deposit,665,49752,11
withdrawal,331,49753,7
deposit,862,49754,6
deposit,289,49755,18
withdrawal,831,49757,17
withdrawal,527,49758,3
deposit,454,49761,0
withdrawal,692,49765,1
deposit,351,49767,6
withdrawal,763,49771,18
deposit,398,49776,3
deposit,459,49778,17
withdrawal,965,49780,16
deposit,431,49787,7
withdrawal,867,49792,8
dispute,8,39410
deposit,370,49801,17
chargeback,8,39410
dispute,389,10460
withdrawal,254,49814,19
withdrawal,387,49816,14
withdrawal,831,49826,3
dispute,948,13362
deposit,298,49829,8
dispute,208,5177
dispute,918,6679
deposit,568,49833,18
withdrawal,867,49839,3
withdrawal,329,49840,12
withdrawal,660,49843,0
withdrawal,708,49849,12
resolve,389,10460
chargeback,948,13362
deposit,281,49856,4
deposit,786,49858,0
deposit,307,49861,9
resolve,208,5177
chargeback,918,6679
withdrawal,574,49872,18
deposit,334,49874,14
withdrawal,576,49876,11
deposit,884,49877,4
withdrawal,665,49881,14
deposit,28,49882,10
dispute,504,20294
deposit,671,49890,17
withdrawal,399,49892,2
deposit,145,49894,18
deposit,434,49896,0
dispute,729,20814
deposit,25,49901,16
deposit,659,49903,1
withdrawal,899,49907,15
withdrawal,985,49908,14
chargeback,504,20294
withdrawal,845,49913,0
deposit,453,49915,17
dispute,389,20683
deposit,574,49920,0
deposit,59,49921,1
deposit,109,49926,8
deposit,240,49929,6
withdrawal,414,49933,8
chargeback,729,20814
deposit,953,49935,16
withdrawal,297,49939,5
resolve,389,20683
withdrawal,676,49948,2
deposit,409,49950,17
deposit,995,49953,16
dispute,708,11976
withdrawal,12,49957,14
deposit,341,49959,6
withdrawal,953,49968,4
deposit,370,49969,3
withdrawal,389,49971,0
chargeback,708,11976
deposit,539,49980,8
deposit,30,49989,1
deposit,28,49991,19
withdrawal,523,49995,11
deposit,601,49996,9
deposit,410,49997,6
deposit,456,50000,1
deposit,606,50001,1
deposit,25,50017,2
withdrawal,566,50023,11
withdrawal,832,50025,14
withdrawal,327,50028,0
deposit,790,50029,1
deposit,701,50031,9
dispute,594,36454
deposit,331,50037,13
deposit,922,50038,2
withdrawal,852,50041,16
chargeback,594,36454
deposit,642,50045,2
withdrawal,92,50046,9
deposit,311,50054,2
deposit,463,50057,5
deposit,773,50062,9
deposit,903,50067,14
deposit,696,50082,2
withdrawal,716,50085,17
deposit,42,50088,17
withdrawal,346,50090,19
deposit,472,50092,1
withdrawal,412,50099,12
deposit,42,50104,1
deposit,741,50106,4
deposit,359,50107,18
deposit,398,50111,11
deposit,168,50121,8
dispute,70,29894
withdrawal,862,50128,9
deposit,410,50129,18
withdrawal,175,50132,10
withdrawal,867,50136,10
dispute,210,28379
resolve,70,29894
deposit,224,50153,16
withdrawal,574,50156,10
dispute,223,46131
dispute,139,24958
withdrawal,494,50167,19
chargeback,223,46131
resolve,210,28379
deposit,544,50176,14
withdrawal,333,50185,13
deposit,376,50187,18
deposit,163,50189,5
chargeback,139,24958
deposit,389,50196,14
deposit,113,50198,10
deposit,842,50199,2
deposit,884,50200,13
deposit,585,50203,2
withdrawal,329,50205,15
deposit,288,50207,17
withdrawal,341,50211,5
withdrawal,567,50219,16
withdrawal,280,50224,10
withdrawal,359,50229,13
deposit,434,50232,1
withdrawal,879,50236,12
withdrawal,311,50243,4
deposit,616,50245,19
deposit,626,50250,10
deposit,899,50259,12
dispute,922,11384
deposit,539,50263,4
resolve,922,11384
deposit,929,50271,11
withdrawal,832,50273,14
withdrawal,781,50280,4
deposit,956,50282,12
withdrawal,567,50285,15
deposit,459,50299,13
deposit,897,50300,11
deposit,2,50302,12
withdrawal,459,50303,1
deposit,912,50305,8
withdrawal,102,50306,2
withdrawal,796,50308,19
withdrawal,903,50310,15
withdrawal,631,50311,13
withdrawal,566,50316,7
deposit,956,50318,15
deposit,831,50323,8
withdrawal,334,50324,6
withdrawal,80,50325,18
deposit,25,50332,15
deposit,570,50336,12
deposit,915,50339,7
deposit,567,50340,2
deposit,574,50341,12
deposit,358,50342,4
deposit,909,50344,1
deposit,175,50349,0
deposit,854,50350,8
deposit,692,50355,4
withdrawal,410,50358,17
withdrawal,341,50367,19
deposit,40,50368,13
withdrawal,486,50369,12
deposit,842,50371,5
withdrawal,306,50375,12
withdrawal,33,50380,10
withdrawal,440,50382,19
deposit,298,50390,10
withdrawal,872,50400,1
deposit,163,50401,10
deposit,544,50403,11
dispute,456,7971
deposit,495,50409,12
withdrawal,25,50412,3
deposit,14,50413,9
deposit,311,50414,7
chargeback,456,7971
deposit,890,50418,5
deposit,453,50420,16
deposit,838,50422,3
withdrawal,947,50424,12
withdrawal,601,50430,2
withdrawal,186,50434,11
withdrawal,890,50435,17
dispute,102,12858
deposit,392,50437,1
resolve,102,12858
deposit,884,50441,2
deposit,555,50443,17
deposit,109,50451,4
withdrawal,334,50452,13
withdrawal,666,50459,16
deposit,210,50462,9
deposit,747,50464,6
withdrawal,607,50465,18
deposit,376,50467,2
withdrawal,606,50470,14
withdrawal,786,50471,8
deposit,618,50474,2
deposit,431,50475,18
withdrawal,793,50476,5
dispute,412,14004
withdrawal,862,50483,8
deposit,822,50485,5
deposit,322,50489,4
deposit,77,50491,16
withdrawal,334,50494,2
chargeback,412,14004
deposit,282,50500,16
withdrawal,585,50505,11
deposit,175,50507,4
deposit,355,50509,4
deposit,109,50511,16
withdrawal,25,50513,10
deposit,935,50515,0
withdrawal,80,50523,15
deposit,113,50530,10
deposit,225,50534,9
withdrawal,914,50536,7
withdrawal,683,50537,4
deposit,490,50538,5
deposit,298,50539,0
withdrawal,649,50540,7
deposit,109,50541,5
deposit,479,50545,18
withdrawal,307,50546,6
withdrawal,70,50556,10
dispute,846,32674
deposit,947,50565,4
deposit,796,50566,4
deposit,995,50571,12
withdrawal,288,50575,13
deposit,867,50577,10
dispute,831,29399
withdrawal,187,50586,0
deposit,333,50593,4
deposit,535,50595,15
deposit,995,50596,11
deposit,666,50598,7
dispute,946,31238
withdrawal,906,50600,7
resolve,846,32674
deposit,914,50610,11
withdrawal,160,50611,13
deposit,48,50612,6
withdrawal,580,50613,13
withdrawal,48,50614,11
dispute,781,43638
deposit,158,50622,16
deposit,494,50624,8
resolve,946,31238
deposit,30,50630,9
withdrawal,163,50632,8
chargeback,831,29399
resolve,781,43638
deposit,527,50648,19
deposit,160,50650,10
deposit,914,50654,9
withdrawal,642,50661,11
dispute,476,48256
deposit,306,50667,17
dispute,319,7327
withdrawal,376,50673,5
dispute,368,47564
deposit,890,50677,16
deposit,392,50679,2
withdrawal,201,50680,1
chargeback,319,7327
deposit,943,50682,8
deposit,569,50684,8
deposit,14,50686,12
deposit,334,50702,10
withdrawal,852,50703,1
withdrawal,92,50704,6
deposit,333,50705,11
withdrawal,40,50706,4
withdrawal,454,50713,14
resolve,476,48256
deposit,492,50718,2
withdrawal,890,50720,9
chargeback,368,47564
deposit,389,50726,4
withdrawal,327,50737,3
dispute,747,12175
chargeback,747,12175
deposit,453,50749,7
deposit,104,50754,19
deposit,881,50756,18
deposit,810,50764,14
deposit,642,50765,4
withdrawal,860,50774,7
withdrawal,419,50778,8
withdrawal,288,50779,8
deposit,297,50780,8
deposit,285,50789,1
withdrawal,846,50790,2
withdrawal,212,50793,16
